O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
17-1011.00	3.A.3	On-the-Job Training	OJ	7	38.10	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.3	On-the-Job Training	OJ	8	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.3	On-the-Job Training	OJ	9	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	3.38	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	1	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	2	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	3	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	4	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	5	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	6	85.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	7	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	8	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	9	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	10	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	11	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	12	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.45	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.1	Related Work Experience	RW	1	5.26	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.1	Related Work Experience	RW	2	0.00	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.1	Related Work Experience	RW	3	5.26	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.1	Related Work Experience	RW	4	10.53	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.1	Related Work Experience	RW	5	15.79	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.1	Related Work Experience	RW	6	10.53	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.1	Related Work Experience	RW	7	36.84	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.1	Related Work Experience	RW	8	5.26	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.1	Related Work Experience	RW	9	5.26	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.1	Related Work Experience	RW	10	0.00	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.1	Related Work Experience	RW	11	5.26	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.2	On-Site or In-Plant Training	PT	1	36.84	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.2	On-Site or In-Plant Training	PT	2	15.79	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.2	On-Site or In-Plant Training	PT	3	15.79	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.2	On-Site or In-Plant Training	PT	4	0.00	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.2	On-Site or In-Plant Training	PT	5	0.00	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.2	On-Site or In-Plant Training	PT	7	26.32	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.2	On-Site or In-Plant Training	PT	8	5.26	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.3	On-the-Job Training	OJ	1	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.3	On-the-Job Training	OJ	2	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.3	On-the-Job Training	OJ	3	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.3	On-the-Job Training	OJ	4	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.3	On-the-Job Training	OJ	5	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.3	On-the-Job Training	OJ	6	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.3	On-the-Job Training	OJ	7	35.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.3	On-the-Job Training	OJ	8	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.3	On-the-Job Training	OJ	9	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	3.15	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1021.00	2.D.1	Required Level of Education	RL	1	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	2.D.1	Required Level of Education	RL	2	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	2.D.1	Required Level of Education	RL	3	35.73	21	14.8204	12.6367	68.1157	N	08/2018	Incumbent
17-1021.00	2.D.1	Required Level of Education	RL	4	10.63	21	10.3248	1.2183	53.4384	N	08/2018	Incumbent
17-1021.00	2.D.1	Required Level of Education	RL	5	11.15	21	10.3386	1.4037	52.5290	N	08/2018	Incumbent
17-1021.00	2.D.1	Required Level of Education	RL	6	30.02	21	15.5085	8.4210	66.6745	N	08/2018	Incumbent
17-1021.00	2.D.1	Required Level of Education	RL	7	1.48	21	1.2841	0.2370	8.6342	N	08/2018	Incumbent
17-1021.00	2.D.1	Required Level of Education	RL	8	10.99	21	10.3333	1.3466	52.7820	N	08/2018	Incumbent
17-1021.00	2.D.1	Required Level of Education	RL	9	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	2.D.1	Required Level of Education	RL	10	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	2.D.1	Required Level of Education	RL	11	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	2.D.1	Required Level of Education	RL	12	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	3.A.1	Related Work Experience	RW	1	35.73	21	22.8285	6.5319	81.5560	Y	08/2018	Incumbent
17-1021.00	3.A.1	Related Work Experience	RW	2	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	3.A.1	Related Work Experience	RW	3	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	3.A.1	Related Work Experience	RW	4	21.26	21	11.1778	6.2877	52.0883	N	08/2018	Incumbent
17-1021.00	3.A.1	Related Work Experience	RW	5	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	3.A.1	Related Work Experience	RW	6	12.86	21	10.4414	2.0687	50.7567	N	08/2018	Incumbent
17-1021.00	3.A.1	Related Work Experience	RW	7	25.26	21	15.3977	5.8067	64.9414	N	08/2018	Incumbent
17-1021.00	3.A.1	Related Work Experience	RW	8	0.97	21	0.5494	0.2955	3.1291	N	08/2018	Incumbent
17-1021.00	3.A.1	Related Work Experience	RW	9	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	3.A.1	Related Work Experience	RW	10	1.96	21	1.9674	0.2361	14.4620	N	08/2018	Incumbent
17-1021.00	3.A.1	Related Work Experience	RW	11	1.96	21	1.9674	0.2361	14.4620	N	08/2018	Incumbent
17-1021.00	3.A.2	On-Site or In-Plant Training	PT	1	24.90	21	15.4083	5.6083	64.9035	N	08/2018	Incumbent
17-1021.00	3.A.2	On-Site or In-Plant Training	PT	2	34.56	21	18.9222	8.4419	75.1533	Y	08/2018	Incumbent
17-1021.00	3.A.2	On-Site or In-Plant Training	PT	3	22.06	21	20.6676	2.2528	77.6497	Y	08/2018	Incumbent
17-1021.00	3.A.2	On-Site or In-Plant Training	PT	4	15.66	21	12.8862	2.3681	58.6977	N	08/2018	Incumbent
17-1021.00	3.A.2	On-Site or In-Plant Training	PT	5	0.38	21	0.2913	0.0772	1.8597	N	08/2018	Incumbent
17-1021.00	3.A.2	On-Site or In-Plant Training	PT	6	0.18	21	0.1885	0.0206	1.5733	N	08/2018	Incumbent
17-1021.00	3.A.2	On-Site or In-Plant Training	PT	7	2.27	21	2.0066	0.3503	13.2934	N	08/2018	Incumbent
17-1021.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	3.A.3	On-the-Job Training	OJ	1	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	3.A.3	On-the-Job Training	OJ	2	36.05	21	14.8148	12.8551	68.2914	N	08/2018	Incumbent
17-1021.00	3.A.3	On-the-Job Training	OJ	3	32.41	21	18.8971	7.3468	74.3536	Y	08/2018	Incumbent
17-1021.00	3.A.3	On-the-Job Training	OJ	4	15.94	21	12.8760	2.4908	58.4638	N	08/2018	Incumbent
17-1021.00	3.A.3	On-the-Job Training	OJ	5	0.56	21	0.3627	0.1459	2.1410	N	08/2018	Incumbent
17-1021.00	3.A.3	On-the-Job Training	OJ	6	13.08	21	10.4777	2.1545	50.7106	N	08/2018	Incumbent
17-1021.00	3.A.3	On-the-Job Training	OJ	7	1.96	21	1.9674	0.2361	14.4620	N	08/2018	Incumbent
17-1021.00	3.A.3	On-the-Job Training	OJ	8	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1021.00	3.A.3	On-the-Job Training	OJ	9	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
17-1022.00	2.D.1	Required Level of Education	RL	1	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	2.D.1	Required Level of Education	RL	2	15.79	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	2.D.1	Required Level of Education	RL	3	5.26	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	2.D.1	Required Level of Education	RL	4	21.05	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	2.D.1	Required Level of Education	RL	5	10.53	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	2.D.1	Required Level of Education	RL	6	47.37	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	2.D.1	Required Level of Education	RL	7	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	2.D.1	Required Level of Education	RL	8	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	2.D.1	Required Level of Education	RL	9	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	2.D.1	Required Level of Education	RL	10	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	2.D.1	Required Level of Education	RL	11	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	2.D.1	Required Level of Education	RL	12	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.95	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.1	Related Work Experience	RW	1	20.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.1	Related Work Experience	RW	2	0.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.1	Related Work Experience	RW	3	0.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.1	Related Work Experience	RW	4	0.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.1	Related Work Experience	RW	5	10.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.1	Related Work Experience	RW	6	20.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.1	Related Work Experience	RW	7	5.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.1	Related Work Experience	RW	8	25.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.1	Related Work Experience	RW	9	10.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.1	Related Work Experience	RW	10	5.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.1	Related Work Experience	RW	11	5.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.2	On-Site or In-Plant Training	PT	1	20.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.2	On-Site or In-Plant Training	PT	2	25.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.2	On-Site or In-Plant Training	PT	3	0.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.2	On-Site or In-Plant Training	PT	4	15.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.2	On-Site or In-Plant Training	PT	5	20.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.2	On-Site or In-Plant Training	PT	6	5.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.2	On-Site or In-Plant Training	PT	7	10.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.2	On-Site or In-Plant Training	PT	8	5.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.3	On-the-Job Training	OJ	1	5.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.3	On-the-Job Training	OJ	2	10.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.3	On-the-Job Training	OJ	3	15.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.3	On-the-Job Training	OJ	4	10.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.3	On-the-Job Training	OJ	5	20.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.3	On-the-Job Training	OJ	6	10.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.3	On-the-Job Training	OJ	7	15.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.3	On-the-Job Training	OJ	8	15.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.3	On-the-Job Training	OJ	9	0.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	3.50	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
17-1022.01	2.D.1	Required Level of Education	RL	1	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	2.D.1	Required Level of Education	RL	2	3.70	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	2.D.1	Required Level of Education	RL	3	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	2.D.1	Required Level of Education	RL	4	3.70	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	2.D.1	Required Level of Education	RL	5	3.70	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	2.D.1	Required Level of Education	RL	6	81.48	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	2.D.1	Required Level of Education	RL	7	3.70	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	2.D.1	Required Level of Education	RL	8	3.70	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	2.D.1	Required Level of Education	RL	9	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	2.D.1	Required Level of Education	RL	10	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	2.D.1	Required Level of Education	RL	11	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	2.D.1	Required Level of Education	RL	12	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.63	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.1	Related Work Experience	RW	1	14.81	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.1	Related Work Experience	RW	2	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.1	Related Work Experience	RW	3	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.1	Related Work Experience	RW	4	3.70	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.1	Related Work Experience	RW	5	3.70	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.1	Related Work Experience	RW	6	29.63	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.1	Related Work Experience	RW	7	18.52	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.1	Related Work Experience	RW	8	25.93	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.1	Related Work Experience	RW	9	3.70	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.1	Related Work Experience	RW	10	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.1	Related Work Experience	RW	11	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.2	On-Site or In-Plant Training	PT	1	3.70	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.2	On-Site or In-Plant Training	PT	2	25.93	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.2	On-Site or In-Plant Training	PT	3	14.81	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.2	On-Site or In-Plant Training	PT	4	14.81	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.2	On-Site or In-Plant Training	PT	5	11.11	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.2	On-Site or In-Plant Training	PT	6	11.11	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.2	On-Site or In-Plant Training	PT	7	11.11	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.2	On-Site or In-Plant Training	PT	8	7.41	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.3	On-the-Job Training	OJ	1	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.3	On-the-Job Training	OJ	2	11.11	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.3	On-the-Job Training	OJ	3	18.52	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.3	On-the-Job Training	OJ	4	25.93	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.3	On-the-Job Training	OJ	5	11.11	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.3	On-the-Job Training	OJ	6	18.52	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.3	On-the-Job Training	OJ	7	7.41	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.3	On-the-Job Training	OJ	8	7.41	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.3	On-the-Job Training	OJ	9	0.00	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-1022.01	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.30	27	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
17-2011.00	2.D.1	Required Level of Education	RL	1	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	2.D.1	Required Level of Education	RL	2	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	2.D.1	Required Level of Education	RL	3	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	2.D.1	Required Level of Education	RL	4	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	2.D.1	Required Level of Education	RL	5	7.61	24	6.0049	1.3900	32.5183	N	07/2015	Incumbent
17-2011.00	2.D.1	Required Level of Education	RL	6	59.05	24	9.0394	39.9549	75.7544	N	07/2015	Incumbent
17-2011.00	2.D.1	Required Level of Education	RL	7	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	2.D.1	Required Level of Education	RL	8	33.34	24	11.4669	14.6748	59.2527	N	07/2015	Incumbent
17-2011.00	2.D.1	Required Level of Education	RL	9	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	2.D.1	Required Level of Education	RL	10	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	2.D.1	Required Level of Education	RL	11	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	2.D.1	Required Level of Education	RL	12	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	3.A.1	Related Work Experience	RW	1	7.47	24	5.0255	1.7609	26.6495	N	07/2015	Incumbent
17-2011.00	3.A.1	Related Work Experience	RW	2	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	3.A.1	Related Work Experience	RW	3	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	3.A.1	Related Work Experience	RW	4	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	3.A.1	Related Work Experience	RW	5	6.59	24	5.8318	0.9843	33.3660	N	07/2015	Incumbent
17-2011.00	3.A.1	Related Work Experience	RW	6	9.38	24	6.6847	1.9934	34.4971	N	07/2015	Incumbent
17-2011.00	3.A.1	Related Work Experience	RW	7	32.26	24	13.6841	11.5333	63.4940	N	07/2015	Incumbent
17-2011.00	3.A.1	Related Work Experience	RW	8	20.48	24	7.8250	8.7038	41.0338	N	07/2015	Incumbent
17-2011.00	3.A.1	Related Work Experience	RW	9	7.57	24	5.9020	1.4080	31.9296	N	07/2015	Incumbent
17-2011.00	3.A.1	Related Work Experience	RW	10	9.67	24	6.4207	2.2856	32.8756	N	07/2015	Incumbent
17-2011.00	3.A.1	Related Work Experience	RW	11	6.59	24	6.3173	0.8374	37.0858	N	07/2015	Incumbent
17-2011.00	3.A.2	On-Site or In-Plant Training	PT	1	6.71	24	4.5521	1.5705	24.4608	N	07/2015	Incumbent
17-2011.00	3.A.2	On-Site or In-Plant Training	PT	2	29.67	24	12.5762	10.8164	59.4775	N	07/2015	Incumbent
17-2011.00	3.A.2	On-Site or In-Plant Training	PT	3	11.05	24	7.3790	2.5634	36.9890	N	07/2015	Incumbent
17-2011.00	3.A.2	On-Site or In-Plant Training	PT	4	8.31	24	4.9486	2.3078	25.7813	N	07/2015	Incumbent
17-2011.00	3.A.2	On-Site or In-Plant Training	PT	5	17.53	24	12.1135	3.6202	54.6071	N	07/2015	Incumbent
17-2011.00	3.A.2	On-Site or In-Plant Training	PT	6	13.55	24	11.5021	2.0149	54.4388	N	07/2015	Incumbent
17-2011.00	3.A.2	On-Site or In-Plant Training	PT	7	6.59	24	6.3173	0.8374	37.0858	N	07/2015	Incumbent
17-2011.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	3.A.2	On-Site or In-Plant Training	PT	9	6.59	24	6.3173	0.8374	37.0858	N	07/2015	Incumbent
17-2011.00	3.A.3	On-the-Job Training	OJ	1	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	3.A.3	On-the-Job Training	OJ	2	25.73	24	14.4375	6.7705	62.3140	N	07/2015	Incumbent
17-2011.00	3.A.3	On-the-Job Training	OJ	3	7.57	24	5.8284	1.4385	31.4585	N	07/2015	Incumbent
17-2011.00	3.A.3	On-the-Job Training	OJ	4	8.31	24	4.9486	2.3078	25.7813	N	07/2015	Incumbent
17-2011.00	3.A.3	On-the-Job Training	OJ	5	34.38	24	4.9275	25.0114	45.1553	N	07/2015	Incumbent
17-2011.00	3.A.3	On-the-Job Training	OJ	6	17.42	24	8.1442	6.1373	40.4919	N	07/2015	Incumbent
17-2011.00	3.A.3	On-the-Job Training	OJ	7	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	3.A.3	On-the-Job Training	OJ	8	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
17-2011.00	3.A.3	On-the-Job Training	OJ	9	6.59	24	6.3173	0.8374	37.0858	N	07/2015	Incumbent
17-2021.00	2.D.1	Required Level of Education	RL	1	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
17-2021.00	2.D.1	Required Level of Education	RL	2	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
17-2021.00	2.D.1	Required Level of Education	RL	3	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
17-2021.00	2.D.1	Required Level of Education	RL	4	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
17-2021.00	2.D.1	Required Level of Education	RL	5	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
17-2021.00	2.D.1	Required Level of Education	RL	6	75.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
17-2021.00	2.D.1	Required Level of Education	RL	7	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
17-2021.00	2.D.1	Required Level of Education	RL	8	10.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
17-2021.00	2.D.1	Required Level of Education	RL	9	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
